"disaster_number","declaration_date","state","declaration_type","incident_type","declaration_title","incident_begin_date","incident_end_date","designated_area"
4926,"2026-06-30","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2026-04-26","2026-04-27","Osage (County)"
4924,"2026-06-30","MO","DR","Severe Storm","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-23","2026-04-28","Greene (County)"
4922,"2026-06-30","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2026-05-06","2026-05-07","Lamar (County)"
4925,"2026-06-30","MI","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-10","2026-04-21","Alcona (County)"
4925,"2026-06-30","MI","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-10","2026-04-21","Oscoda (County)"
4923,"2026-06-30","WI","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-13","2026-04-23","Bayfield (County)"
4927,"2026-06-30","LA","DR","Tropical Storm","TROPICAL STORM ARTHUR","2026-06-17","2026-06-24","East Feliciana (Parish)"
4925,"2026-06-30","MI","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-10","2026-04-21","Kalamazoo (County)"
4925,"2026-06-30","MI","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-10","2026-04-21","Mecosta (County)"
4922,"2026-06-30","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2026-05-06","2026-05-07","Lincoln (County)"
4925,"2026-06-30","MI","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-10","2026-04-21","Newaygo (County)"
4925,"2026-06-30","MI","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-10","2026-04-21","Osceola (County)"
4922,"2026-06-30","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2026-05-06","2026-05-07","Wilkinson (County)"
4925,"2026-06-30","MI","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-10","2026-04-21","Benzie (County)"
4926,"2026-06-30","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2026-04-26","2026-04-27","Saline (County)"
4924,"2026-06-30","MO","DR","Severe Storm","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-23","2026-04-28","Monroe (County)"
4924,"2026-06-30","MO","DR","Severe Storm","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-23","2026-04-28","Howard (County)"
4926,"2026-06-30","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2026-04-26","2026-04-27","Morris (County)"
4923,"2026-06-30","WI","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-13","2026-04-23","Racine (County)"
4927,"2026-06-30","LA","DR","Tropical Storm","TROPICAL STORM ARTHUR","2026-06-17","2026-06-24","Terrebonne (Parish)"
4923,"2026-06-30","WI","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-13","2026-04-23","Waupaca (County)"
4925,"2026-06-30","MI","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-10","2026-04-21","Menominee (County)"
4925,"2026-06-30","MI","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-10","2026-04-21","Gratiot (County)"
4920,"2026-06-30","NE","DR","Fire","WILDFIRES","2026-03-12","2026-04-02","Garden (County)"
4925,"2026-06-30","MI","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2026-04-10","2026-04-21","Kalkaska (County)"
4927,"2026-06-30","LA","DR","Tropical Storm","TROPICAL STORM ARTHUR","2026-06-17","2026-06-24","St. Charles (Parish)"
4927,"2026-06-30","LA","DR","Tropical Storm","TROPICAL STORM ARTHUR","2026-06-17","2026-06-24","St. Landry (Parish)"
4920,"2026-06-30","NE","DR","Fire","WILDFIRES","2026-03-12","2026-04-02","Morrill (County)"
5642,"2026-06-29","CO","FM","Fire","ASPEN ACRES FIRE","2026-06-29","","Custer (County)"
5642,"2026-06-29","CO","FM","Fire","ASPEN ACRES FIRE","2026-06-29","","Pueblo (County)"
5641,"2026-06-27","UT","FM","Fire","CHERRY FIRE","2026-06-27","","Tooele (County)"
5641,"2026-06-27","UT","FM","Fire","CHERRY FIRE","2026-06-27","","Juab (County)"
5640,"2026-06-23","UT","FM","Fire","COTTONWOOD FIRE","2026-06-22","","Beaver (County)"
5639,"2026-06-21","UT","FM","Fire","IRON FIRE","2026-06-19","","Utah (County)"
5639,"2026-06-21","UT","FM","Fire","IRON FIRE","2026-06-19","","Tooele (County)"
5639,"2026-06-21","UT","FM","Fire","IRON FIRE","2026-06-19","","Juab (County)"
5638,"2026-06-16","WA","FM","Fire","UPRIVER FIRE","2026-06-16","","Spokane (County)"
5637,"2026-06-10","NE","FM","Fire","SOUTH FORK FIRE","2026-06-09","2026-06-21","Dawes (County)"
5637,"2026-06-10","NE","FM","Fire","SOUTH FORK FIRE","2026-06-09","2026-06-21","Sioux (County)"
4914,"2026-05-29","MT","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Fort Peck Indian Reservation"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Metcalfe (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Whitley (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Wayne (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Adair (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","McCreary (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Perry (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Lee (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Menifee (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Barren (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Pulaski (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Clay (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Clinton (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Russell (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Monroe (County)"
4916,"2026-05-29","DE","DR","Winter Storm","SEVERE WINTER STORM","2026-02-22","2026-02-23","Sussex (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Rockcastle (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Laurel (County)"
4912,"2026-05-29","AK","DR","Flood","SEVERE STORMS, FLOODING, AND REMNANTS OF TYPHOON HALONG","2025-10-08","2025-10-13","Kipnuk (ANV/ANVSA)"
4916,"2026-05-29","DE","DR","Winter Storm","SEVERE WINTER STORM","2026-02-22","2026-02-23","Kent (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Cumberland (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Casey (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Allen (County)"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Owsley (County)"
4911,"2026-05-29","AZ","DR","Severe Storm","SEVERE STORMS AND FLOODING","2025-10-10","2025-10-13","San Carlos Indian Reservation"
4915,"2026-05-29","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-19","Crow Indian Reservation"
4913,"2026-05-29","KY","DR","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Jackson (County)"
3646,"2026-05-25","CA","EM","Chemical","CHEMICAL RELEASE","2026-05-21","2026-05-29","Orange (County)"
5636,"2026-05-20","CA","FM","Fire","BAIN FIRE","2026-05-19","","Riverside (County)"
5634,"2026-05-18","TX","FM","Fire","STINKY FIRE","2026-05-18","2026-05-21","Potter (County)"
5635,"2026-05-18","CA","FM","Fire","SANDY FIRE","2026-05-18","","Ventura (County)"
5633,"2026-05-14","TX","FM","Fire","HUNGGATE FIRE","2026-05-14","2026-05-19","Randall (County)"
4910,"2026-04-23","MP","DR","Hurricane","SUPER TYPHOON SINLAKU","2026-04-11","2026-04-18","Saipan (Municipality)"
4910,"2026-04-23","MP","DR","Hurricane","SUPER TYPHOON SINLAKU","2026-04-11","2026-04-18","Tinian (Municipality)"
4910,"2026-04-23","MP","DR","Hurricane","SUPER TYPHOON SINLAKU","2026-04-11","2026-04-18","Rota (Municipality)"
4910,"2026-04-23","MP","DR","Hurricane","SUPER TYPHOON SINLAKU","2026-04-11","2026-04-18","Northern Islands (Municipality)"
5632,"2026-04-23","FL","FM","Fire","COW CREEK FIRE","2026-04-21","","Levy (County)"
4910,"2026-04-23","MP","DR","Hurricane","SUPER TYPHOON SINLAKU","2026-04-11","2026-04-18","Northern Mariana Islands (County-equivalent)"
5630,"2026-04-22","GA","FM","Fire","HIGHWAY 82 FIRE","2026-04-20","","Brantley (County)"
5631,"2026-04-22","FL","FM","Fire","RAILROAD COMPLEX FIRE","2026-04-19","","Putnam (County)"
5631,"2026-04-22","FL","FM","Fire","RAILROAD COMPLEX FIRE","2026-04-19","","Clay (County)"
5629,"2026-04-21","GA","FM","Fire","PINELAND ROAD FIRE","2026-04-18","","Clinch (County)"
5629,"2026-04-21","GA","FM","Fire","PINELAND ROAD FIRE","2026-04-18","","Echols (County)"
3645,"2026-04-11","MP","EM","Tropical Storm","TYPHOON SINLAKU","2026-04-11","2026-04-18","Saipan (Municipality)"
3645,"2026-04-11","MP","EM","Tropical Storm","TYPHOON SINLAKU","2026-04-11","2026-04-18","Rota (Municipality)"
3645,"2026-04-11","MP","EM","Tropical Storm","TYPHOON SINLAKU","2026-04-11","2026-04-18","Tinian (Municipality)"
3645,"2026-04-11","MP","EM","Tropical Storm","TYPHOON SINLAKU","2026-04-11","2026-04-18","Northern Islands (Municipality)"
3645,"2026-04-11","MP","EM","Tropical Storm","TYPHOON SINLAKU","2026-04-11","2026-04-18","Northern Mariana Islands (County-equivalent)"
3644,"2026-04-11","GU","EM","Tropical Storm","TYPHOON SINLAKU","2026-04-11","2026-04-18","Guam (County-equivalent)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Puyallup Indian Reservation"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Phillips (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Whatcom (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Kalispel Indian Reservation"
4908,"2026-04-07","SC","DR","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Greenville (County)"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Powder River (County)"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Garfield (County)"
4903,"2026-04-07","SD","DR","Straight-Line Winds","STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Fall River (County)"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","McCone (County)"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Ravalli (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Squaxin Island Indian Reservation"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Swinomish Indian Reservation"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Pierce (County)"
4905,"2026-04-07","ID","DR","Straight-Line Winds","STRAIGHT-LINE WINDS","2025-12-16","2025-12-18","Nez Perce (County)"
4905,"2026-04-07","ID","DR","Straight-Line Winds","STRAIGHT-LINE WINDS","2025-12-16","2025-12-18","Benewah (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Lummi Indian Reservation"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Nisqually Indian Reservation"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Yakima (County)"
4903,"2026-04-07","SD","DR","Straight-Line Winds","STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Pennington (County)"
4905,"2026-04-07","ID","DR","Straight-Line Winds","STRAIGHT-LINE WINDS","2025-12-16","2025-12-18","Kootenai (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Sauk-Suiattle Indian Reservation"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Rosebud (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Skokomish Indian Reservation"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Lake (County)"
4907,"2026-04-07","OR","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-15","2025-12-21","Clatsop (County)"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Broadwater (County)"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Sanders (County)"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Glacier (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Snohomish (County)"
4908,"2026-04-07","SC","DR","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Pickens (County)"
4905,"2026-04-07","ID","DR","Straight-Line Winds","STRAIGHT-LINE WINDS","2025-12-16","2025-12-18","Clearwater (County)"
4905,"2026-04-07","ID","DR","Straight-Line Winds","STRAIGHT-LINE WINDS","2025-12-16","2025-12-18","Bonner (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Cowlitz Reservation"
4909,"2026-04-07","HI","DR","Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","2026-03-10","2026-03-24","Maui (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Skagit (County)"
4908,"2026-04-07","SC","DR","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Oconee (County)"
4905,"2026-04-07","ID","DR","Straight-Line Winds","STRAIGHT-LINE WINDS","2025-12-16","2025-12-18","Latah (County)"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Powell (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Chehalis Indian Reservation"
4904,"2026-04-07","AK","DR","Winter Storm","SEVERE STORM","2025-12-06","2025-12-09","Matanuska-Susitna (Borough)"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Stillwater (County)"
4905,"2026-04-07","ID","DR","Straight-Line Winds","STRAIGHT-LINE WINDS","2025-12-16","2025-12-18","Idaho (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","King (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Quinault Indian Reservation"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Carbon (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Grays Harbor (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Lower Elwha Indian Reservation"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Sweet Grass (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Nooksack Indian Reservation"
4907,"2026-04-07","OR","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-15","2025-12-21","Lincoln (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Samish (TDSA)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Shoalwater Bay Reservation"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Island (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Jefferson (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Snoqualmie Indian Reservation"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Jamestown Reservation"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Stillaguamish Indian Reservation"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Quileute Indian Reservation"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Teton (County)"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Mineral (County)"
4907,"2026-04-07","OR","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-15","2025-12-21","Yamhill (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Yakama Reservation"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Pondera (County)"
4907,"2026-04-07","OR","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-15","2025-12-21","Wasco (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Pacific (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Cowlitz (County)"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Fort Belknap Indian Reservation"
4907,"2026-04-07","OR","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-15","2025-12-21","Polk (County)"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Fort Peck Indian Reservation"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Pend Oreille (County)"
4907,"2026-04-07","OR","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-15","2025-12-21","Lane (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Klickitat (County)"
4905,"2026-04-07","ID","DR","Straight-Line Winds","STRAIGHT-LINE WINDS","2025-12-16","2025-12-18","Lewis (County)"
4902,"2026-04-07","MT","DR","Straight-Line Winds","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-12-17","2025-12-18","Valley (County)"
4906,"2026-04-07","WA","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-12-05","2025-12-19","Asotin (County)"
